C-CodigoCliente,C-TipoCliente,C-Sucursal,A-Equipo,A-Sector,PC-CostoAccesorios,PC-CostoAlquiler,PC-CostoCCC,PC-CostoReactivos,PC-CostoServicioTecnico,PC-CostoTotal,PC-TotalDeterminaciones,PC-ImporteAccesorios,PC-ImporteAlquiler,PC-ImporteCCC,PC-ImporteReactivos,PC-ImporteServicioTecnico,PC-UtilidadAccesorios,PC-UtilidadAlquiler,PC-UtilidadCCC,PC-UtilidadReactivos,PC-UtilidadServicioTecnico,PC-UtilidadPropuesta,PC-Ganado
372,Privado,2,242,Hemostasia,0,342906.04,3003918654,165688.93,120017.1,998916.06,1552,0,342906.04,345450.65,190542.27,120017.1,1,1,1.15,1.15,1,0.889600789,1
372,Privado,2,242,Hemostasia,0,342906.04,3003918654,160729.14,120017.1,993212.3,1551,0,342906.04,345450.65,184838.51,120017.1,1,1,1.15,1.15,1,0.935508023,1
414,Privado,2,237,Hemostasia,59253.7,118752.57,224395.71,56761.1,41563.41,542900.01,4200,59253.7,118752.57,258055.07,65275.26,41563.41,1,1,1.15,1.15,1,1032309078,0
1617,Privado,2,275,Endocrinología,63270.9,238458.99,641566926,3226002901,83460.66,829961.07,3115,63270.9,238458.99,73780.19,370990.33,83460.66,1,1,1.15,1.15,1,1194507665,0
437,Publico,2,336,Endocrinología,77331.1,113124.39,807517458,303533582,39593.55,671977.17,3223,77331.1,113124.39,92864.51,349063.62,39593.55,1,1,1.15,1.15,1,1678755848,1
384,Publico,2,331,POC/Gases,0,59614.74,1382921342,447415.65,20865.15,754043.84,1500,0,59614.74,159035.95,514528,20865.15,1,1,1.15,1.15,1,1399999989,0
452,Privado,2,237,Hemostasia,59253.7,118752.57,1605584695,704734129,41563.41,485256.34,5400,59253.7,118752.57,184642.24,81044.42,41563.41,1,1,1.15,1.15,1,1099032643,0
372,Privado,2,242,Hemostasia,0,1115477.43,8387904767,6483187623,390417.09,3216070.14,4700,0,1115477.43,964609.05,745566.57,390417.09,1,1,1.15,1.15,1,0.935341469,1
445,Privado,2,269,Inmunología,0,183153.76,115377372,3862054768,64103.82,824077.86,2250,0,183153.76,132683.98,444136.3,64103.82,1,1,1.15,1.15,1,1423244481,1
437,Publico,2,336,Endocrinología,98010,113124.39,58629582,1903476773,39593.55,537051.79,2183,98010,113124.39,67424.02,218899.83,39593.55,1,1,1.15,1.15,1,1749999995,1
498,Privado,2,303,Endocrinología,21780,121204.68,58629582,224491905,42421.65,510996.03,2566,21780,121204.68,67424.02,258165.68,42421.65,1,1,1.15,1.15,1,1564402291,1
445,Privado,2,269,Inmunología,0,91576.88,35636436,1717635051,32051.91,362138.74,1200,0,91576.88,40981.91,197528.04,32051.91,1,1,1.15,1.15,1,1418728397,1
445,Privado,2,269,Inmunología,0,91576.88,35636436,1717635051,32051.91,362138.74,1150,0,91576.88,40981.91,197528.04,32051.91,1,1,1.15,1.15,1,1475477495,1
445,Privado,2,269,Inmunología,0,91576.88,35636436,1717635051,32051.91,362138.74,1150,0,91576.88,40981.91,197528.04,32051.91,1,1,1.15,1.15,1,1534496609,1
372,Privado,2,242,Hemostasia,0,1239419.37,9659509255,7465490307,433796.82,3394707.27,4700,0,991535.5,1110843.57,858531.38,433796.82,1,0.8,1.15,1.15,1,0.999039887,1
445,Privado,2,269,Inmunología,0,101752.08,395911395,190848339,35613.23,402370.71,1150,0,101752.08,45529.81,219475.59,35613.23,1,1,1.15,1.15,1,1381065607,1
445,Privado,2,269,Inmunología,0,101752.08,395911395,190848339,35613.23,402370.71,1150,0,101752.08,45529.81,219475.59,35613.23,1,1,1.15,1.15,1,1436308254,1
445,Privado,2,269,Inmunología,0,101752.08,395911395,190848339,35613.23,402370.71,1150,0,101752.08,45529.81,219475.59,35613.23,1,1,1.15,1.15,1,1493760533,1
498,Privado,2,303,Endocrinología,12100,134671.89,537045795,249435.45,47135.16,542518.09,2566,12100,134671.89,61760.27,286850.77,47135.16,1,1,1.15,1.15,1,156059977,1
437,Publico,2,269,Inmunología,72600,305256.24,65137446,2114974125,106839.69,802826.02,2183,72600,305256.24,74908.07,243222.02,106839.69,1,1,1.15,1.15,1,1295508421,1
452,Privado,2,237,Hemostasia,62920,143075.4,1654885782,734827918,50076.39,530888.87,5400,62920,143075.4,190311.87,84505.21,50076.39,1,1,1.15,1.15,1,1138321869,0
551,Privado,2,234,Hemostasia,76230,229839.99,2848236787,1152587678,80444.01,846608.82,7200,76230,229839.99,327547.23,132547.59,80444.01,1,1,1.15,1.15,1,1105784251,1
372,Privado,2,222,Inmunología,72600,499569.81,107811,8493443266,174849.42,1847747.86,4177,72600,499569.81,123982.65,976745.98,174849.42,1,1,1.15,1.15,1,1254613955,0
372,Privado,2,242,Hemostasia,0,1009579.38,9650143855,7465490307,353352.81,3331230.12,4700,0,1009579.38,1109766.55,858531.38,353352.81,1,1,1.15,1.15,1,1017206638,1
3629,Publico,2,353,POC/Urgencia,0,124975.5,242,162533.25,44244.16,356411.2,650,0,124975.5,278.3,186913.24,44244.16,1,1,1.15,1.15,1,1112133962,1
585,Publico,3,245,Hematología,0,118511.24,171683512,52690176,23702.24,411461.91,8000,0,118511.24,206020.21,63228.22,23702.24,1,1,1.2,1.2,1,1557641234,1
585,Publico,3,245,Hematología,8697999995,197518.74,101572845,196114.38,13826.34,685318.46,12000,86980,197518.74,132044.69,254948.69,13826.34,1,1,1.3,1.3,1,1555999995,1
585,Publico,3,246,Orina,46585,421971.9,347324.45,80634.4,147690.18,1172593.59,13800,46585,421971.9,451521.79,104824.72,147690.18,1,1,1.3,1.3,1,1.05,0
585,Publico,3,336,Endocrinología,2299999997,226248.78,114998.4,2343115027,45249.78,748601.43,4400,23000,226248.78,149497.92,304604.95,45249.78,1,1,1.3,1.3,1,1.4,1
626,Publico,3,245,Hematología,0,395037.48,406273.23,57493.15,138263.16,1182573.57,22800,0,395037.48,568782.52,80490.41,138263.16,1,1,1.4,1.4,1,1.66,0
626,Publico,3,245,Hematología,53469.9,395037.48,430412.73,0,138263.16,1189348.36,22800,53469.9,395037.48,602577.82,0,138263.16,1,1,1.4,1.4,1,2.5,0
585,Publico,3,245,Hematología,7237199999,138263.13,113919201,58005948,27652.62,444597.93,14000,72372,138263.13,136703.04,69607.14,27652.62,1,1,1.2,1.2,1,1499044766,1
585,Publico,3,269,Inmunología,6450699999,213679.38,66849354,1017806746,42735.87,523278.27,1900,64507,213679.38,80219.22,122136.8,42735.87,1,1,1.2,1.2,1,1251774223,1
585,Publico,3,357,POC/Coagulación,0,22624.86,0,385296.48,7918.68,473634.49,5400,0,22624.86,0,443090.95,7918.68,1,1,1.15,1.15,1,1500000032,1
585,Publico,3,245,Hematología,55055,276526.26,230128206,169813215,96784.2,968286.39,23200,55055,276526.26,310673.08,229247.85,96784.2,1,1,1.35,1.35,1,1620058194,1
585,Publico,3,336,Endocrinología,55055,226248.78,178881318,4440040429,79187.1,1201386.11,5600,55055,226248.78,241489.78,599405.45,79187.1,1,1,1.35,1.35,1,140851447,1
626,Publico,3,353,POC/Urgencia,0,29304.6,867.57,290746665,10256.64,433240.45,1775,0,29304.6,1171.22,392507.99,10256.64,1,1,1.35,1.35,1,2199999946,0
626,Publico,3,303,Endocrinología,14217.5,183153.78,134182224,2598332462,64103.82,793395.99,3400,14217.5,183153.78,181146,350774.89,64103.82,1,1,1.35,1.35,1,1374138762,0
633,Publico,3,303,Endocrinología,11797.5,202007.82,913505472,3368107116,70702.74,862525.76,4100,11797.5,202007.82,123323.24,454694.46,70702.74,1,1,1.35,1.35,1,152685747,1
585,Publico,3,245,Hematología,93283.74,296278.14,2370957248,1853751272,103697.34,1063594.87,21001,93283.74,296278.14,320079.22,250256.43,103697.34,1,1,1.35,1.35,1,1712464551,1
585,Publico,3,336,Endocrinología,64813,226248.78,1893162128,5288059007,79187.1,1339713.73,5800,64813,226248.78,255576.88,713887.97,79187.1,1,1,1.35,1.35,1,1499064979,1
641,Publico,3,234,Hemostasia,68607,206856,2616194482,302397513,72399.6,996482.11,3681,68607,206856,300862.37,347757.14,72399.6,1,1,1.15,1.15,1,1339999993,1
585,Publico,3,336,Endocrinología,8772099999,226248.78,235137848,5892464292,79187.1,1506075.66,5700,87721,226248.78,317436.1,795482.68,79187.1,1,1,1.35,1.35,1,1527229965,1
585,Publico,3,245,Hematología,133720488,355533.78,2951785562,202968909,124436.82,1286190.18,21000,133720.49,355533.78,398491.06,274008.03,124436.82,1,1,1.35,1.35,1,1699312616,1
633,Publico,3,303,Endocrinología,9919999991,134671.89,82151982,2450578394,47135.16,657298.35,2100,99200,134671.89,94474.78,281816.52,47135.16,1,1,1.15,1.15,1,1615298745,1
3997,Privado,3,306,Software,0,54000,0,0,18900,72900,3,0,54000,0,0,18900,1,1,1.15,1.15,1,1724279835,1
3997,Privado,3,217,Química Clínica,277695,395037.51,1958554642,4525875409,138263.13,1556705.09,31374,277695,395037.51,225233.78,520475.67,138263.13,1,1,1.15,1.15,1,1149999991,1
3997,Privado,3,275,Endocrinología,0,287300.01,3854553615,3528360,100554.99,4888742.66,12000,0,287300.01,443273.66,4057614,100554.99,1,1,1.15,1.15,1,1362372892,1
4880,Privado,3,270,Inmunología,0,628468.74,3283220655,4410450,219964.05,6298020.67,15000,0,628468.74,377570.38,5072017.5,219964.05,1,1,1.15,1.15,1,1295823226,1
641,Publico,3,234,Hemostasia,76230,229839.99,301254.91,1382246525,80444.01,891915.5,3396,76230,229839.99,346443.15,158958.35,80444.01,1,1,1.15,1.15,1,1300000011,1
633,Publico,3,303,Endocrinología,8709999991,134671.89,91279.98,2722864815,47135.16,687008.48,2100,87100,134671.89,104971.98,313129.45,47135.16,1,1,1.15,1.15,1,1730897389,1
3997,Privado,3,353,POC/Urgencia,0,21547.5,90.75,73507.5,7541.64,113727.12,525,0,21547.5,104.36,84533.62,7541.64,1,1,1.15,1.15,1,1574558469,1
2975,Privado,4,336,Endocrinología,360354456,226248.78,157417128,433347948,45249.78,1016452.11,15100,36035.45,226248.78,188900.56,520017.54,45249.78,1,1,1.2,1.2,1,1469999999,1
972,Publico,4,336,Endocrinología,360354456,226248.78,58309416,88640244,45249.78,483873.6,3900,36035.45,226248.78,69971.3,106368.29,45249.78,1,1,1.2,1.2,1,1291021191,1
968,Publico,4,331,POC/Gases,0,32321.28,64523.25,257004,6464.28,456770.99,1800,0,32321.28,83880.23,334105.2,6464.28,1,1,1.3,1.3,1,1400000009,0
994,Publico,4,15,Inmunología,0,261056.34,7129.32,260053.2,52211.28,660604.9,2160,0,261056.34,9268.12,338069.16,52211.28,1,1,1.3,1.3,1,3249621673,1
938,Privado,4,306,Software,1974999998,108000,5018112,19602,6,337512.14,0,197500,108000,6523.54,25482.6,6,1,1,1.3,1.3,1,1352011012,0
931,Publico,4,98,Química Clínica,35271.5,184350.84,56721775,0,64522.8,357883.44,0,35271.5,184350.84,73738.3,0,64522.8,1,1,1.3,1.3,1,1005914104,1
988,Publico,4,297,Quimica Clinica,2399399956,648911.88,526661642,8075458325,227119.2,2983861508,190425,2399399956,648911.88,7373262862,1130564146,227119.2,1,1,1.4,1.4,1,1.66,0
988,Publico,4,297,Quimica Clinica,3137979956,484818.72,2132745516,1943601051,169686.6,3987929.16,306394,313798,484818.72,298584.37,2721041.47,169686.6,1,1,1.4,1.4,1,1399999999,0
988,Publico,4,341,POC/Urgencia,0,107737.56,0,99825,37708.2,285200.76,480,0,107737.56,0,139755,37708.2,1,1,1.4,1.4,1,1199999993,0
988,Publico,4,32,Electrolitos,0,99450.6,317323105,1247477535,34807.68,353330.36,12640,0,99450.6,44425.23,174646.85,34807.68,1,1,1.4,1.4,1,1659999971,0
988,Publico,4,278,Software,2808749998,300000,63824,0,105000,775228.6,12,280875,300000,89353.6,0,105000,1,1,1.4,1.4,1,1.2,0
990,Publico,4,273,Hemostasia,1959530858,409402.5,4115678028,151704.96,143290.86,1480901011,18400,1959530858,409402.5,535038124,1972164408,143290.86,1,1,1.3,1.3,1,1660000048,0
988,Publico,4,297,Quimica Clinica,3137979956,484818.72,2132745516,1943601051,169686.6,3987929107,306394,3137979956,484818.72,2985843672,2721041425,169686.6,1,1,1.4,1.4,1,1,0
988,Publico,4,32,Electrolitos,0,99450.6,317323105,1247477935,34807.68,3533304219,12640,0,99450.6,4442523394,1746469079,34807.68,1,1,1.4,1.4,1,1,0
988,Publico,4,341,POC/Urgencia,0,107737.56,0,99825,7541.64,2550341976,480,0,107737.56,0,1397549976,7541.64,1,1,1.4,1.4,1,1,0
2937,Publico,4,269,Inmunología,1795504954,305256.24,61746.3,1706272425,106839.66,893732,3800,179550.5,305256.24,80270.19,221815.41,106839.66,1,1,1.3,1.3,1,1,0
2937,Publico,4,218,Química Clínica,0,80740.33,888490537,690350617,28259.12,290566.18,10630,0,80740.33,102176.41,79390.32,28259.12,1,1,1.15,1.15,1,1.15,1
2937,Publico,4,333,Hematología,6606.6,22122.1,212737723,0,7742.74,60936.28,1000,6606.6,22122.1,24464.84,0,7742.74,1,1,1.15,1.15,1,1148740947,1
2937,Publico,4,341,POC/Urgencia,0,12569.38,0,28314,4399.28,49529.76,0,0,12569.38,0,32561.1,4399.28,1,1,1.15,1.15,1,1.01,1
2937,Publico,4,218,Química Clínica,0,968883.96,3908902963,5254423669,339109.44,2682492.4,127560,0,968883.96,586335.45,788163.55,339109.44,1,1,1.5,1.5,1,1350000022,1
2937,Publico,4,353,POC/Urgencia,0,60333,0,203860.8,21116.52,407626.8,2400,0,60333,0,326177.28,21116.52,1,1,1.6,1.6,1,1.2,1
2937,Publico,4,333,Hematología,6606.6,265465.2,2003966184,0,92912.88,665579.61,12000,6606.6,265465.2,300594.93,0,92912.88,1,1,1.5,1.5,1,2500000023,1
2490,Publico,4,234,Hemostasia,65219,321775.98,340447536,149814456,112621.62,1161470.3,10800,65219,321775.98,459604.18,202249.52,112621.62,1,1,1.35,1.35,1,1400000017,0
3126,Publico,4,15,Inmunología,332104949,67681.27,4210.8,31784.28,23688.44,165974.54,240,33210.49,67681.27,4842.42,36551.92,23688.44,1,1,1.15,1.15,1,1437111981,1
1796,Privado,4,336,Endocrinología,60500,226248.78,87320376,197490.15,79187.1,7504300969,4800,60500,226248.78,1178825097,2666117072,79187.1,1,1,1.35,1.35,1,1.66,0
937,Privado,4,245,Hematología,76411.5,138263.13,247809936,0,48392.1,597610.15,12000,76411.5,138263.13,334543.42,0,48392.1,1,1,1.35,1.35,1,1300580168,0
1022,Publico,4,98,Química Clínica,236716.5,516182.28,3516408588,6809240394,180663.84,2224268.74,216000,236716.5,516182.28,439551.07,851155.05,180663.84,1,1,1.25,1.25,1,1249999998,0
931,Publico,4,297,Quimica Clinica,180653,339373.14,1456045514,348714377,118780.62,819282.75,18,180653,339373.14,145604.55,34871.44,118780.62,1,1,1,1,1,1250000027,0
972,Publico,4,376,Hematología,70742,195004.86,3174803203,0,68251.68,592977.4,13800,70742,136503.4,317480.32,0,68251.68,1,0.7,1,1.15,1,1396343267,0
972,Publico,4,349,Laboratorio,6134.7,34309.02,30311952,854241245,12008.16,208695.57,4300,6134.7,34309.02,40921.13,115322.56,12008.16,1,1,1.35,1.35,1,1249999892,0
972,Publico,4,278,Software,14217.5,222000,52995.44,0,6,307767.34,1,14217.5,222000,71543.84,0,6,1,1,1.35,1.35,1,1.66,0
972,Publico,4,331,POC/Gases,0,93372.48,67953.67,420462.9,32680.38,785415.23,1500,0,93372.48,91737.45,567624.92,32680.38,1,1,1.35,1.35,1,1000000013,0
972,Publico,4,213,Química Clínica,380761.5,611901.12,2396873633,4551069303,214165.38,1648468.99,64520,190380.75,305950.56,323577.94,614394.36,214165.38,0.5,0.5,1.35,1.35,1,1000000012,0
972,Publico,4,295,Coagulación,6134.7,37815.84,127933.3,20319.53,13235.52,257327.39,1800,6134.7,37815.84,172709.96,27431.37,13235.52,1,1,1.35,1.35,1,1300000051,0
1110,Publico,4,247,Hematología,6134.7,154064.64,695854423,0,53922.6,308062.28,6600,6134.7,154064.64,93940.34,0,53922.6,1,1,1.35,1.35,1,1.66,0
986,Publico,4,245,Hematología,6035167994,1074502.08,1440672488,0,376075.68,3489814.41,60000,603516.8,537251.04,2161008.73,0,188037.84,1,0.5,1.5,1.5,0.5,1349999996,0
986,Publico,4,32,Electrolitos,2590786737,99450.6,54383.01,91870.74,34807.68,6127175787,0,2590786737,99450.6,81574515,137806.11,34807.68,1,1,1.5,1.5,1,1250000061,0
986,Publico,4,353,POC/Urgencia,2399999997,58609.2,694056,88862.4,20513.28,453457.17,0,240000,58609.2,1041.09,133293.6,20513.28,1,1,1.5,1.5,1,1349999957,0
986,Publico,4,350,Sedimento,3132775997,918210.84,766872348,187071808,321373.8,2983778.47,28000,313277.6,918210.84,1150308.52,280607.71,321373.8,1,1,1.5,1.5,1,130000001,0
986,Publico,4,218,Química Clínica,8869523794,1518955.2,9825758536,2087773531,531634.32,6517771.2,378690,886952.38,759477.6,1473863.77,3131660.29,265817.16,1,0.5,1.5,1.5,0.5,1249959501,0
986,Publico,4,218,Química Clínica,572915.18,1518955.2,9825758536,2087773531,531634.32,6203734,378690,572915.18,759477.6,1473863.77,3131660.29,265817.16,1,0.5,1.5,1.5,0.5,122088667,0
986,Publico,4,353,POC/Urgencia,0,58609.2,694056,88862.4,20513.28,213457164,500,0,58609.2,1041084,133293.6,20513.28,1,1,1.5,1.5,1,1.66,0
986,Publico,4,32,Electrolitos,19078675,99450.6,54382966,918707625,34807.68,372717.55,6300,19078.67,99450.6,81574.46,137806.14,34807.68,1,1,1.5,1.5,1,1.66,0
986,Publico,4,350,Sedimento,73277.6,918210.84,766872348,187071808,321373.8,2743778.47,28000,73277.6,918210.84,1150308.52,280607.71,321373.8,1,1,1.5,1.5,1,1347776448,0
986,Publico,4,278,Software,3999999995,444000,1533988805,0,12,714110.32,1,40000,444000,230098.32,0,12,1,1,1.5,1.5,1,0,0
986,Publico,4,234,Hemostasia,110715,1184781,1221514977,466849.46,414673.32,3057934.98,45240,110715,0,1832272.47,700274.19,414673.32,1,0,1.5,1.5,1,1200000008,0
986,Publico,4,234,Hemostasia,6007149994,1184781,1233366927,466849.46,414673.32,3565712.91,45240,600715,0,1850050.4,700274.19,414673.32,1,0,1.5,1.5,1,1199999997,0
1022,Publico,4,269,Inmunología,96739.5,228942.18,1729837296,2117016,80129.76,3039311.13,10000,96739.5,228942.18,198931.29,2434568.4,80129.76,1,1,1.15,1.15,1,1611878413,0
972,Publico,4,336,Endocrinología,0,226248.78,109330155,3971487773,79187.1,989182.45,3600,0,226248.78,147595.72,536150.85,79187.1,1,1,1.35,1.35,1,1,1
3503,Privado,4,247,Hematología,7078.5,177766.86,961313298,0,62218.38,376841.04,10800,7078.5,177766.86,129777.3,0,62218.38,1,1,1.35,1.35,1,1270562251,1
976,Publico,4,273,Hemostasia,4133648997,1359216.36,2120116891,2260800.3,475725.72,8581819.9,59736,413364.9,1359216.36,3180175.33,3391200.45,237862.86,1,1,1.5,1.5,0.5,115243621,1
1022,Publico,4,297,Quimica Clinica,352754204,804799.08,4188138878,3530369689,281679.72,2053769.88,158400,352754.2,402399.54,628220.83,529555.45,140839.86,1,0.5,1.5,1.5,0.5,1217273588,1
2490,Publico,4,234,Hemostasia,63270.9,190767.21,329435326,193548091,66768.51,922237.55,4200,63270.9,190767.21,378850.63,222580.3,66768.51,1,1,1.15,1.15,1,1.3,0
2490,Publico,4,295,Coagulación,7833.54,26081.46,1631238389,687045502,9128.52,309646.17,3600,7833.54,26081.46,187592.42,79010.23,9128.52,1,1,1.15,1.15,1,1.5,0
